Code Famille,Libellé étendu nouvelle nomenclature achat,RFD niveau 2,Type de dépenses,,,,,,,Code Famille,Principales familles utilisées au LKB
OA.01,OPTO : LENTILLES ET SYSTEMES DE LENTILLES,B06,60670000,,,21540001,23150001,,,,
OA.02,OPTO : MIROIRS,B06,60670000,,,21540001,23150001,,,,
OA.03,"OPTO : RESEAUX (DIFFRACTION, COMPRESSION,…)",B06,60670000,,,21540001,23150001,,,,
OA.04,"OPTO : LAMES, FENETRES ET CRISTAUX OPTIQUES",B06,60670000,,,21540001,23150001,,,,
OA.05,"OPTO : FILTRES OPTIQUES, POLARISATEURS, CUBES ET PRISMES",B06,60670000,,,21540001,23150001,,,,
OA.06,OPTO : FIBRES OPTIQUES,B06,60670000,,,21540001,23150001,,,,
OA.07,OPTO : AUTRES COMPOSANTS OPTIQUES PASSIFS,B06,60670000,,,21540001,23150001,,,,
OA.08,OPTO : MASQUES ET MATERIEL CORONOGRAPHIQUE,B06,60670000,,,21540001,23150001,,,,
OA.1,"OPTO : CAMERAS, DETECTEURS ET AUTRES COMPOSANTS D'OPTIQUE ACTIFS",,,,,,,,,,
OA.11,OPTO : CAMERAS UV-VISIBLE,B06,,,,21540001,23150001,,,,
OA.12,OPTO : CAMERAS INFRA-ROUGE,B06,,,,21540001,23150001,,,,
OA.13,OPTO : CAMERAS A RAYONS X,B06,,,,21540001,23150001,,,,
OA.14,OPTO : OPTIQUE POUR CAMERAS,B06,60670000,,,21540001,23150001,,,,
OA.15,OPTO : DETECTEURS ET AUTRE MATERIEL D'OPTOELECTRONIQUE (HORS CAMERAS),B06,60670000,,,21540001,23150001,,,,
OA.2,OPTO : MATERIEL DE MICROPOSITIONNEMENT ET D'OPTOMECANIQUE,,,,,,,,,,
OA.21,OPTO : MICROPOSITIONNEMENT ET OPTOMECANIQUE,B06,60670000,,,21540001,23150001,,,,
OA.22,"OPTO : BANCS, TABLES OPTIQUES, ET ACCESSOIRES",B06,60670000,,,21540001,23150001,,,,
OA.3,"OPTOELECTRONIQUE : EMETTEURS (LASERS, LAMPES FLASH…)",,,,,,,,,,
OA.31,OPTO : LASERS A GAZ,B06,60670000,61350000,,21540001,23150001,,,,
OA.32,OPTO : LASERS A SOLIDE,B06,60670000,61350000,,21540001,23150001,,,,
OA.33,OPTO : LASERS A SEMI-CONDUCTEURS (DIODES LASERS),B06,60670000,61350000,,21540001,23150001,,,,
OA.34,OPTO : LASERS A VAPEUR METALLIQUE,B06,60670000,61350000,,21540001,23150001,,,,
OA.35,OPTO : LASERS A FIBRE,B06,60670000,61350000,,21540001,23150001,,,,
OA.36,OPTO : LASERS A COLORANTS ORGANIQUES (DYE LASERS),B06,60670000,61350000,,21540001,23150001,,,,
OA.37,"OPTO : AUTRES TYPES DE LASERS (CHIMIQUES,…)",B06,60670000,61350000,,21540001,23150001,,,,
OA.38,OPTO : LAMPES ET AUTRES SOURCES LUMINEUSES (LAMPES FLASH OU CONTINUE...),B06,60670000,61350000,,21540001,23150001,,,,
OA.39,"OPTO : ACCESSOIRES ET CONSOMMABLES (COLORANTS,…) POUR LASERS",B06,60670000,,,,,,,,
OA.4,OPTO : OUTILLAGE ET INSTRUMENTS OPTIQUES,,,,,,,,,,
OA.41,OPTO : OUTILLAGE POUR L'OPTIQUE,B06,60670000,,,21540001,,,,,
OA.42,OPTO : INSTRUMENTS DE METROLOGIE DES FAISCEAUX LASERS,B06,60670000,,,21540001,,,,,
OA.43,OPTO : PYROMETRES OPTIQUES,B06,60670000,,,21540001,,,,,
OA.44,"OPTO : AUTRES INSTRUMENTS DE METROLOGIE OPTIQUE (REFLECTOMETRES,…)",B05,60670000,,,21540001,,,,,
OA.45,"OPTO : TELESCOPES, LUNETTES ASTRONOMIQUES, JUMELLES ET ACCESSOIRES",B05,60670000,,,21540001,,,,,
OA.5,OPTO : SYSTEMES OPTIQUES ET OPTO-ELECTRONIQUES,,,,,,,,,,
OA.51,SYSTEMES OPTIQUES OU OPTO ELECTRONIQUES COMPLEXES,B05,,,,21540001,23150001,,,,
OB,OPTO : REPARATION - VERIFICATION - MAINTENANCE,,,,,,,,,,
OB.1,OPTO : REPARATION ET MAINTENANCE DES EQUIPEMENTS D'OPTIQUE,,,,,,,,,,
OB.11,OPTO : REPARATION VERIFICATION MAINTENANCE DES LASERS,B06,61550000,,,21540001,,,,,
OB.12,OPTO : REPARATION VERIFICATION MAINTENANCE DES CAMERAS,B06,61550000,,,21540001,,,,,
OB.13,OPTO : REPARATION VERIFICATION MAINTENANCE DES AUTRES EQUIPEMENTS D'OPTIQUE,B06,61550000,,,21540001,,,,,
OC,OPTO : SERVICES SPECIALISES,,,,,,,,,,
OC.0,OPTO : SERVICES SPECIALISES,,,,,,,,,,
OC.01,"OPTO : SERVICES D'USINAGE DES COMPOSANTS OPTIQUES (POLISSAGE,...)",B06,62880000,,,,,,,,
OC.02,OPTO : SERVICES DE TRAITEMENT DE SURFACE DES COMPOSANTS OPTIQUES,B06,62880000,,,,,,,,
OC.03,OPTO : SERVICES DE CONTROLE DES COMPOSANTS OPTIQUES,B06,62880000,,,,,,,,
OC.04,OPTO : SERVICES D'ETUDES ET CONCEPTION EN OPTIQUE,B06,61700000,,,21540001,,,,,
OC.05,OPTO : SERVICES DE TESTS EN OPTIQUE,B06,62880000,,,,,,,,
P,PHYSIQUE - PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE,,,,,,,,,,
PA,RAYONNEMENTS NUCLEAIRES ET CORPUSCULAIRES,,,,,,,,,,
PA.0,RADIOACTIVITE : SOURCES ET MESURES,,,,,,,,,,
PA.01,RADIOACTIVITE : SOURCES RADIOACTIVES,B08,60670000,,,21540001,,,,,
PA.02,RADIOACTIVITE : INSTRUMENTS DE MESURE (HORS DETECTION EN BIOLOGIE),B08,60670000,,,21540001,23150001,,,,
PA.1,PRODUCTION DE PARTICULES : EQUIPEMENTS ET ACCESSOIRES,,,,,,,,,,
PA.11,PRODUCTION DE PARTICULES : CANONS A ELECTRONS ET CANONS A IONS,B08,,,,21540001,23150001,,,,
PA.12,PRODUCTION DE PARTICULES : ACCESSOIRES ET PIECES DETACHEES DE CANONS,B08,,,,21540001,23150001,,,,
PA.2,ACCELERATION ET CONVERGENCE DES PARTICULES : EQUIPEMENTS ET ACCESSOIRES,,,,,,,,,,
PA.21,MATERIEL POUR L'ACCELERATION DES PARTICULES,B08,,,,21540001,23150001,,,,
PA.22,MATERIEL POUR LA CONVERGENCE DES FAISCEAUX DE PARTICULES,B08,,,,21540001,23150001,,,,
PA.23,MATERIEL DE MESURES DE L'ACCELERATION DES PARTICULES,B08,,,,21540001,23150001,,,,
PB,PHYSIQUE : AUTRES MATERIELS DE MESURES PHYSIQUES ET INDUSTRIELS,,,,,,,,,,
PB.0,PHYSIQUE : APPAREILS DE CARACTERISATION DES MATERIAUX ET DES PARTICULES,,,,,,,,,,
PB.01,"INSTRUMENTS DE CALORIMETRIE, ANALYSE THERMIQUE ET THERMOMECANIQUE",B08,60670000,,,21540001,,,,,
PB.02,"INSTRUMENTS DE METROLOGIE MECANIQUE DU SOLIDE (RHEOLOGIE,…) ET ACCESSOIRES",B08,60670000,,,21540001,,,,,
PB.03,INSTRUMENTS DE CARACTERISATION MECANIQUE DES SURFACES ET ACCESSOIRES,B08,60670000,,,21540001,,,,,
PB.04,GRANULOMETRES LASERS ET ACCESSOIRES,B08,60670000,,,21540001,,,,,
PB.05,ZETAMETRES ET ACCESSOIRES,B08,60670000,,,21540001,,,,,
PB.06,AUTRES APPAREILS D'ANALYSE DES PARTICULES SOLIDES ET ACCESSOIRES,B08,60670000,,,21540001,,,,,
PB.07,AUTRES INSTRUMENTS POUR LA CARACTERISATION DES SOLIDES  ET ACCESSOIRES,B08,60670000,,,21540001,,,,,
PB.1,PHYSIQUE : APPAREILS DE MESURES PHYSIQUES COURANTES,,,,,,,,,,
PB.11,APPAREILS DE MESURE / CAPTEURS DE PRESSION,B08,60670000,,,21540001,23150001,,,,
PB.12,APPAREILS DE MESURE / CAPTEURS DE TEMPERATURE (HORS CRYOGENIE),B08,60670000,,,21540001,23150001,,,,
PB.13,APPAREILS DE MESURE / CAPTEURS DE VITESSE / DEBIT,B08,60670000,,,21540001,23150001,,,,
PB.2,PHYSIQUE : SYSTEMES ET INSTRUMENTATION MAGNETIQUE,,,,,,,,,,
PB.21,"SYSTEMES MAGNETIQUES (AIMANTS PERMANENTS,…)",B05,60670000,,,21540001,23150001,,,,
PB.22,INSTRUMENTATION MAGNETIQUE,B05,60670000,,,21540001,23150001,,,,
PB.23,SYSTEMES CRYOMAGNETIQUES (HORS RMN),B05,60670000,,,21540001,23150001,,,,
PB.24,SYSTEMES DE MESURES CRYOGENIQUES,B04,60670000,,,21540001,23150001,,,,
PB.25,MATERIAUX SUPRACONDUCTEURS,B08,60670000,,,21540001,23150001,,,,
PB.3,MESURES PHYSIQUES : AUTRES APPAREILS DE MESURES PHYSIQUES SPECIFIQUES,,,,,,,,,,
PB.31,SYSTEMES DE MESURE A SONDE DE LANGMUIR,B08,60670000,,,21540001,23150001,,,,
PB.32,"BALANCES SPECIFIQUES (BALANCES D'ADSORPTION,…)",B08,60670000,,,21540001,23150001,,,,
PB.33,"APPAREILS DE MESURE DE LA CHARGE ELECTRIQUE (ELECTROMETRES,…)",B08,60670000,,,21540001,23150001,,,,
PB.34,APPAREILS DE MESURES ACOUSTIQUES,B08,60670000,,,21540001,23150001,,,,
PB.35,APPAREILS DE MESURES PHYSIQUES MULTIPLES,B08,60670000,,,21540001,23150001,,,,
PB.36,APPAREILS POUR AUTRES MESURES PHYSIQUES,B08,60670000,,,21540001,23150001,,,,
PB.4,PHYSIQUE : AUTRES APPAREILS SPECIAUX,,,,,,,,,,
PB.41,PHYSICO-CHIMIE : FOURS SPECIAUX HORS TECHNIQUES SOUS VIDE,B08,,,,21540001,23150001,,,,
PB.42,MATERIEL DE CRISTALLOGENESE,B08,,,,21540001,23150001,,,,
PB.43,TREMPE SUR ROUE (MELT SPINNER),B08,,,,21540001,23150001,,,,
PB.44,PHYSIQUE : AUTRES APPAREILS SPECIAUX,B08,60670000,,,21540001,23150001,,,,
PB.5,PHYSIQUE : MATERIELS INDUSTRIELS,,,,,,,,,,
PB.51,GROUPES FRIGORIFIQUES,B08,60670000,61350000,61220000,21540001,,,,,
PC,PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE ET AUTRES MESURES PHYSIQUES : REPARATION ET MAINTENANCE DES EQUIPEMENTS,,,,,,,,,,
PC.0,PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,,,,,,,,,,
PC.01,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE MESURE DE LA RADIOACTIVITE,B08,61550000,,,21540001,,,,,
PC.02,PRODUCTION ET ACCELERATION DES PARTICULES : REPARATION ET MAINTENANCE,B08,61550000,,,21540001,,,,,
PC.1,PHYSIQUE : REPARATION ET MAINTENANCE DES APPAREILS DE CARACTERISATION DES MATERIAUX,,,,,,,,,,
PC.11,REPARATION ET MAINTENANCE DES APPAREILS DE CARACTERISATION DES MATERIAUX,B08,61550000,,,21540001,,,,,
PC.2,PHYSIQUE : REPARATION ET MAINTENANCE DES AUTRES APPAREILS POUR LA PHYSIQUE,,,,,,,,,,
PC.21,REPARATION ET MAINTENANCE DES APPAREILS DE MESURES PHYSIQUES COURANTS,B08,61550000,,,21540001,,,,,
PC.22,REPARATION ET MAINTENANCE DES AUTRES APPAREILS DE MESURES PHYSIQUES,B08,61550000,,,21540001,,,,,
PC.23,PHYSIQUE : REPARATION ET MAINTENANCE DES AUTRES APPAREILS SPECIAUX,B08,61550000,,,21530001,,,,,
PC.3,PHYSIQUE : MAINTENANCE DES MATERIELS INDUSTRIELS,,,,,,,,,,
PC.31,MAINTENANCE DES GROUPES FRIGORIFIQUES,B08,61550000,,,,,,,,
PD,PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE ET AUTRES MESURES PHYSIQUES : SERVICES SPECIFIQUES (HORS MICROSCOPIE ET SPECTROMETRIE),,,,,,,,,,
PD.0,PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE : SERVICES,,,,,,,,,,
PD.01,MESURE DE LA RADIOACTIVITE : SERVICES DE DATATION (AU CARBONE 14…),B03,62880000,,,,,,,,
PD.02,PHYSIQUE NUCLEAIRE ET CORPUSCULAIRE : AUTRES SERVICES,B08,62880000,,,,,,,,
PD.1,PHYSIQUE : AUTRES SERVICES,,,,,,,,,,
PD.11,MESURES PHYSIQUES : SERVICES DE CARACTERISATION DES MATERIAUX,B08,62880000,,,,,,,,
Q,EXPERIMENTATION VEGETALE,,,,,,,,,,
QA,EXPERIMENTATION VEGETALE : VEGETAUX ET PRODUITS POUR LEUR CULTURE ET CONSERVATION,,,,,,,,,,
QA.0,"EXPERIMENTATION VEGETALE : VEGETAUX, CHAMPIGNONS ET SEMENCES",,,,,,,,,,
QA.01,EXPERIMENTATION VEGETALE : PLANTES ET PLANTS,B01,60670000,,,,,,,,
QA.02,EXPERIMENTATION VEGETALE : SEMENCES ET TUBERCULES,B01,60670000,,,,,,,,
QA.03,EXPERIMENTATION VEGETALE : CHAMPIGNONS,B01,60670000,,,,,,,,
QA.04,EXPERIMENTATION VEGETALE : VEGETAUX MARINS,B01,60670000,,,,,,,,
QA.05,EXPERIMENTATION VEGETALE : AUTRES VEGETAUX,B01,60670000,,,,,,,,
QA.1,EXPERIMENTATION VEGETALE : PRODUITS POUR LA CULTURE ET LA CROISSANCE DES VEGETAUX,,,,,,,,,,
QA.11,SUBSTRATS DE CULTURE D'ORIGINE NATURELLE OU ARTIFICIELLE,B01,60670000,,,,,,,,
QA.12,FERTILISANTS POUR VEGETAUX TYPE ENGRAIS,B01,60670000,,,,,,,,
QA.13,NUTRIMENTS ADDITIONNELS POUR VEGETAUX ET FERTILISANTS DES SOLS ,B01,60670000,,,,,,,,
QA.2,EXPERIMENTATION VEGETALE : PRODUITS POUR LA PROTECTION ET LA CONSERVATION DES VEGETAUX,,,,,,,,,,
QA.21,PRODUITS PHYTOSANITAIRES CONTRE LES PATHOGENES VEGETAUX ET PLANTES CONCURRENTES,B01,60670000,,,,,,,,
QA.22,PRODUITS PHYTOSANITAIRES CONTRE LES PATHOGENES CRYPTOGAMIQUES ,B01,60670000,,,,,,,,
QA.23,PRODUITS PHYTOSANITAIRES INSECTICIDES ET A USAGE REPULSIF,B01,60670000,,,,,,,,
QA.24,AUTRES MOYENS DE PROTECTION OU DE CONSERVATION DES VEGETAUX,B01,60670000,,,,,,,,
QB,"EXPERIMENTATION VEGETALE : EQUIPEMENTS, FOURNITURES ET CONSOMMABLES",,,,,,,,,,
QB.0,EXPERIMENTATION VEGETALE : PETITES FOURNITURES ET CONSOMMABLES,,,,,,,,,,
QB.01,EXPERIMENTATION VEGETALE : PETITES FOURNITURES ET CONSOMMABLES COURANTS,B01,60670000,,,,,,,,
QB.02,EXPERIMENTATION VEGETALE : PETITES FOURNITURES ET CONSOMMABLES POUR SERRES,B01,60670000,,,,,,,,
QB.03,PETITES FOURNITURES HORS SERRES POUR LA PROTECTION DES ESPACES CULTIVES,B01,60670000,,,,,,,,
QB.04,EXPERIMENTATION VEGETALE : AUTRES PETITES FOURNITURES ET CONSOMMABLES,B01,60670000,,,,,,,,
QB.1,EXPERIMENTATION VEGETALE : SERRES ET EQUIPEMENTS DE SERRES,,,,,,,,,,
QB.11,EXPERIMENTATION VEGETALE : SERRES,B01,60670000,,,21540001,23150001,,,,
QB.12,MATERIEL ET ACCESSOIRES DESTINES A L'EXPERIMENTATION VEGETALE SOUS SERRE,B01,60670000,,,21540001,23150001,,,,
QB.2,"EXPERIMENTATION VEGETALE : MACHINES ET EQUIPEMENTS AGRICOLES DE TRACTION, MANUTENTION ET TRAVAIL DES SOLS",,,,,,,,,,
QB.21,ENGINS DE TRACTION AGRICOLE,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.22,ENGINS TRACTES ET EQUIPEMENTS DE MANUTENTION AGRICOLE,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.23,EQUIPEMENTS TRACTES ET MACHINES AUTOMOTRICES POUR TRAVAIL DES SOLS,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.3,"EXPERIMENTATION VEGETALE : EQUIPEMENTS AGRICOLES POUR SEMIS, IRRIGATION, FERTILISATION, PROTECTION, RECOLTE ET CONSERVATION DES CULTURES",,,,,,,,,,
QB.31,EQUIPEMENTS TRACTES ET MACHINES POUR LES SEMIS ET PLANTATIONS,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.32,EQUIPEMENTS D'IRRIGATION DES CULTURES,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.33,EQUIPEMENTS DE MESURES HYDROMETRIQUES ET D'OPTIMISATION DE L'IRRIGATION,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.34,"MATERIEL POUR LA FERTILIS., LA PROTECT. ET L'ENTRET. DES CULTURES",B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.35,MACHINES POUR LA RECOLTE DES FOURRAGES CONSERVES SECS,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.36,MACHINES POUR LA RECOLTE DES FOURRAGES VERTS DESTINES A L'ENSILAGE,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.37,"MACHINES POUR LA RECOLTE DES CEREALES, DU COLZA ET DES PROTEAGINEUX",B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.38,MACHINES POUR LA RECOLTE DES TUBERCULES,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.39,EQUIPEMENTS DE STOCKAGE ET DE CONSERVATION DES ALIMENTS CULTIVES,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.4,EXPERIMENTATION VEGETALE : EQUIPEMENTS ET MATERIEL DES CULTURES SPECIFIQUES,,,,,,,,,,
QB.41,EQUIPEMENTS ET MATERIEL SPECIFIQUES POUR LA VITICULTURE EXPERIMENTALE,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.42,EQUIPEMENTS ET MATERIEL SPECIFIQUES POUR LA SYLVICULTURE ET L'ARBORICULTURE,B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.43,"MATERIEL DE COUPE COMMUN A LA VITICULTURE, LA SYLVICULTURE ET L'ARBORICULTURE",B01,60670000,61350000,61220000,21540001,23150001,,,,
QB.5,EXPERIMENTATION VEGETALE : EQUIPEMENTS ET MATERIEL DESTINES A L'EXPERIMENTATION AGRONOMIQUE,,,,,,,,,,
QB.51,MATERIEL DESTINE A L'EXPERIMENTATION AGRONOMIQUE,B01,60670000,61350000,61220000,21540001,23150001,,,,
QC,EXPERIMENTATION VEGETALE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,,,,,,,,,,
QC.0,EXPERIMENTATION VEGETALE : MAINTENANCE ET REPARATION DES EQUIPEMENTS,,,,,,,,,,
QC.01,REPARATION ET MAINTENANCE DU MATERIEL D'EXPERIMENTATION VEGETALE,B01,61550000,,,21540001,,,,,
QD,EXPERIMENTATION VEGETALE : SERVICES SPECIALISES (HORS BIOLOGIE),,,,,,,,,,
QD.0,EXPERIMENTATION VEGETALE : SERVICES SPECIALISES (HORS BIOLOGIE),,,,,,,,,,
QD.01,EXPERIMENTATION VEGETALE : SERVICES D'EXPERTISE DES SOLS,B01,62260000,,,,,,,,
QD.02,SERVICES D'EXPERTISE BOTANIQUE,B01,61700000,,,,,,,,
QD.03,SERVICES D'ENTRETIEN DES SOLS ET DES CULTURES EXPERIMENTALES,B01,62880000,,,,,,,,
QD.04,SERVICES DE RECOLTE ET DE CONDITIONNEMENT DES PRODUITS VEGETAUX,B01,62880000,,,,,,,,
QD.05,AUTRES SERVICES CONNEXES AUX CULTURES EXPERIMENTALES,B01,61700000,,,,,,,,
R,ATELIER - MECANIQUE - AUTOMATIQUE,,,,,,,,,,
RA,"EQUIPEMENTS, FOURNITURES ET CONSOMMABLES D'ATELIER",,,,,,,,,,
RA.0,MATERIAUX ET PIECES EN MATERIAUX,,,,,,,,,,
RA.01,METAUX (MATERIAUX A USINER ET PIECES SUR CATALOGUE),B08,60670000,,,21540001,23150001,,,,
RA.02,METAUX NOBLES (MATERIAUX A USINER ET PIECES SUR CATALOGUE),B08,60670000,,,21540001,23150001,,,,
RA.03,PLASTIQUES (MATERIAUX A USINER ET PIECES SUR CATALOGUE),B08,60670000,,,21540001,23150001,,,,
RA.04,CERAMIQUES  (MATERIAUX A USINER ET PIECES SUR CATALOGUE),B08,60670000,,,21540001,23150001,,,,
RA.05,COMPOSITES  (MATERIAUX ET PIECES SUR CATALOGUE),B08,60670000,,,21540001,23150001,,,,
RA.06,MATERIAUX ORGANIQUES AUTRES QUE PLASTIQUES  (MATERIAUX ET PIECES SUR CATALOGUE),B08,60670000,,,21540001,23150001,,,,
RA.1,ATELIER : MACHINES-OUTILS,,,,,,,,,,
RA.11,MACHINES-OUTILS A COMMANDE NUMERIQUE,B10,60670000,61350000,61220000,21540001,23150001,,,,
RA.12,ACCESSOIRES POUR MACHINES-OUTILS A COMMANDE NUMERIQUE,B10,60670000,61350000,,21540001,23150001,,,,
RA.13,MACHINES-OUTILS CONVENTIONNELLES,B10,60670000,61350000,,21540001,23150001,,,,
RA.14,ACCESSOIRES POUR MACHINES-OUTILS CONVENTIONNELLES,B10,60670000,61350000,,21540001,23150001,,,,
RA.15,CONSOMMABLES POUR MACHINES-OUTILS (CN ET CONVENTIONNELLES),B10,60670000,,,,,,,,
RA.16,OUTILLAGE D'ATELIER NON PORTATIF,B10,60670000,61350000,,21540001,23150001,,,,
RA.17,CONSOMMABLES POUR OUTILLAGE D'ATELIER NON PORTATIF,B10,60670000,,,,,,,,
RA.18,"MACHINES 3D (IMPRIMANTES et SCANERS 3D,…) ET ACCESSOIRES",B10,60670000,61350000,,21540001,23150001,,,,
RA.19,CONSOMMABLES POUR MACHINES 3D,B10,60670000,,,,,,,,
RA.2,PETIT OUTILLAGE ET CONSOMMABLES D'ATELIER,,,,,,,,,,
RA.21,OUTILS ELECTROPORTATIFS ET ACCESSOIRES,B10,60670000,,,21540001,23150001,,,,
RA.22,OUTILS A MAIN NON ELECTROPORTATIFS,B10,60670000,61350000,,21540001,23150001,,,,
RA.23,QUINCAILLERIE - AUTRES FOURNITURES D'ATELIER DIVERSES,B10,60670000,,,,23150001,,,,
RA.3,AMENAGEMENT D'ATELIER,,,,,,,,,,
RA.31,MOBILIER D'ATELIER,B10,60670000,,,21880001,23180001,,,,
RA.32,RANGEMENTS D'ATELIER,B10,60670000,,,21880001,23180001,,,,
RA.33,AMENAGEMENTS D'ATELIER,B10,60670000,61350000,,21880001,23180001,,,,
RA.4,AUTRES GROS EQUIPEMENTS MECANIQUES,,,,,,,,,,
RA.41,PONT ROULANTS ET CHARIOTS ELEVATEURS (HORS BATIMENTS),B10,60670000,,,21880001,23180001,,,,
RA.42,AUTRES EQUIPEMENTS MECANIQUES SPECIAUX,B10,,,,21880001,23180001,,,,
RB,AUTOMATIQUE : EQUIPEMENTS DE MAQUETTES DE MISE EN SITUATION OU DE PROTOTYPAGE,,,,,,,,,,
RB.0,AUTOMATIQUE : MAQUETTES ET EQUIPEMENTS DE MAQUETTES,,,,,,,,,,
RB.01,AUTOMATIQUE : MAQUETTES DE MISE EN SITUATION OU DE PROTOTYPAGE,B08,60670000,,,21540001,23150001,,,,
RB.02,AUTOMATIQUE : ELEMENTS DE SYSTEME ELECTRO-MECANIQUE,B08,60670000,,,21540001,23150001,,,,
RB.03,AUTOMATIQUE : ELEMENTS DE CONTRÔLE COMMANDE,B08,60670000,,,21540001,23150001,,,,
RC,REPARATION ET MAINTENANCE DES EQUIPEMENTS D'ATELIER ET D'AUTOMATIQUE,,,,,,,,,,
RC.0,REPARATION ET MAINTENANCE DES MACHINES ET OUTILS D'ATELIERS,,,,,,,,,,
RC.01,REPARATION ET MAINTENANCE DES MACHINES ET OUTILS D'ATELIERS,B10,61550000,,,21540001,,,,,
RC.02,REPARATION ET MAINTENANCE DES PONTS ROULANTS ET CHARIOTS ELEVATEURS,B10,61550000,,,21540001,,,,,
RC.03,REPARATION ET MAINTENANCE DES AUTRES GROS MATERIELS D'ATELIER,B10,61550000,,,21540001,,,,,
RC.1,AUTOMATIQUE : REPARATION ET MAINTENANCE DES EQUIPEMENTS,,,,,,,,,,
RC.11,AUTOMATIQUE : REPARATION ET MAINTENANCE DES SYSTEMES ELECTRO-MECANIQUES,B08,61550000,,,21540001,,,,,
RC.12,AUTOMATIQUE : REPARATION ET MAINTENANCE DES ELEMENTS DE CONTRÔLE COMMANDE,B08,61550000,,,21540001,,,,,
RC.13,AUTOMATIQUE : REPARATION ET MAINTENANCE DE L'INSTRUMENTATION SPECIFIQUE,B08,61550000,,,21540001,,,,,
RD,MECANIQUE ET AUTOMATIQUE : SERVICES SPECIALISES,,,,,,,,,,
RD.0,MECANIQUE : SERVICES SPECIALISES EN MECANIQUE ET CHAUDRONNERIE,,,,,,,,,,
RD.01,SERVICES D'ETUDES ET DE CONCEPTION DE PIECES MECANIQUES,B08,61700000,,,21540001,,,,,
RD.02,"FABRICATION DE PIECES MECANIQUES A FACON (USINAGE, MOULAGE, PLIAGE, SOUDAGE ...)",B10,62880000,,,23150001,21540001,,,,
RD.03,SERVICES DE TRAITEMENT DE SURFACE ET TRAITEMENT THERMIQUE DE PIECES MECANIQUES,B08,62880000,,,,,,,,
RD.04,SERVICES DE BLINDAGE (ELECTROMAGNETIQUE…),B08,62880000,,,,,,,,
RD.05,SERVICES DE METROLOGIE ET DE CONTRÔLES EN MECANIQUE,B08,62880000,,,,,,,,
RD.06,SERVICES D'ESSAIS MECANIQUES,B08,62880000,,,,,,,,
RD.07,SERVICES DE TRAITEMENT DE SURFACE DE PIECES DESTINEES AUX EXPERIMENT. SPATIALES,B08,62880000,,,,,,,,
RD.1,AUTOMATIQUE : SERVICES SPECIALISES,,,,,,,,,,
RD.11,"AUTOMATIQUE : SERVICES D'ETUDE, CONCEPTION, INTEGRATION",B08,61700000,,,21540001,23150001,,,,
RD.2,LOGICIELS POUR LA MECANIQUE : DROITS ET MAINTENANCE,,,,,,,,,,
RD.21,DROITS D'UTIL. DE LOGICIELS DE CAO EN MECANIQUE,D2,60681000,,,20530001,23200001,,,,
RD.22,DROITS D'UTIL. DE LOGICIELS DE PROGRAM. DES MACHINES A COMDE NUM.,D2,60681000,,,20530001,23200001,,,,
RD.23,DROITS D'UTIL. DE LOGICIELS DE SIMULATION NUMERIQUE,D2,60681000,,,20530001,23200001,,,,
RD.24,DROITS D'UTIL. DES AUTRES LOGICIELS POUR LA MECANIQUE,D2,60681000,,,20530001,23200001,,,,
RD.25,MAINTENANCE DES LOGICIELS POUR LA MECANIQUE,D1,61550000,,,20530001,,,,,
RD.3,LOGICIELS POUR L'AUTOMATIQUE : DROITS ET MAINTENANCE,,,,,,,,,,
RD.31,DROITS D'UTIL. DES LOGICIELS POUR L'AUTOMATIQUE,D2,60681000,,,20530001,23200001,,,,
RD.32,MAINTENANCE DES LOGICIELS POUR L'AUTOMATIQUE,D1,61550000,,,20530001,,,,,
S,SPECTROMETRIE - SPECTROSCOPIE - RAYONS X,,,,,,,,,,
SA,"SPECTROMETRIE RMN ET RPE : EQUIPEMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS",,,,,,,,,,
SA.0,SPECTROMETRIE RMN : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS,,,,,,,,,,
SA.01,SPECTROMETRIE RMN : SPECTROMETRES COMPLETS,B05,,61350000,61220000,21540001,23150001,,,,
